Status,HTML_Formular,Access_Formular,Label,HTML_ID,HTML_Action,Access_Name,Access_OnClick
OK,frm_MA_Mitarbeiterstamm.html,frm_MA_Mitarbeiterstamm,Aktualisieren,ma-btn-aktualisieren,,btnAU_Lesen,[Event Procedure]
OK,frm_MA_Mitarbeiterstamm.html,frm_MA_Mitarbeiterstamm,Aktualisieren,ma-btn-aktualisieren,,btnau_lesen2,
OK,frm_MA_Mitarbeiterstamm.html,frm_MA_Mitarbeiterstamm,Aktualisieren,ma-btn-aktualisieren,,btnAUPl_Lesen,[Event Procedure]
OK,frm_MA_Mitarbeiterstamm.html,frm_MA_Mitarbeiterstamm,Mitarbeiter löschen,ma-btn-loeschen,,mcobtnDelete,[Eingebettetes Makro]
MISS,frm_MA_Serien_eMail_Auftrag.html,frm_MA_Serien_eMail_Auftrag, Senden,,,btnSendEmail,[Event Procedure]
MISS,frm_MA_Serien_eMail_Auftrag.html,frm_MA_Serien_eMail_Auftrag,...,,,btnAttachSuch,[Event Procedure]
MISS,frm_MA_Serien_eMail_Auftrag.html,frm_MA_Serien_eMail_Auftrag,Befehl179,,,btnRibbonAus,[Event Procedure]
MISS,frm_MA_Serien_eMail_Auftrag.html,frm_MA_Serien_eMail_Auftrag,Befehl179,,,btnRibbonEin,[Event Procedure]
MISS,frm_MA_Serien_eMail_Auftrag.html,frm_MA_Serien_eMail_Auftrag,Befehl179,,,btnDaBaEin,[Event Procedure]
MISS,frm_MA_Serien_eMail_Auftrag.html,frm_MA_Serien_eMail_Auftrag,Befehl179,,,btnDaBaAus,[Event Procedure]
MISS,frm_MA_Serien_eMail_Auftrag.html,frm_MA_Serien_eMail_Auftrag,Einsatzliste drucken,,,btnPDFCrea,[Event Procedure]
MISS,frm_MA_Serien_eMail_Auftrag.html,frm_MA_Serien_eMail_Auftrag,Hilfe,,,btnHilfe,[Eingebettetes Makro]
MISS,frm_MA_Serien_eMail_Auftrag.html,frm_MA_Serien_eMail_Auftrag,Löschen,,,btnAttLoesch,[Event Procedure]
MISS,frm_MA_Serien_eMail_Auftrag.html,frm_MA_Serien_eMail_Auftrag,Mitarbeiterauswahl,,,btnSchnellPlan,[Event Procedure]
MISS,frm_MA_Serien_eMail_Auftrag.html,frm_MA_Serien_eMail_Auftrag,Positionsliste hinzufügen,,,btnPosListeAtt,[Event Procedure]
MISS,frm_MA_Serien_eMail_Auftrag.html,frm_MA_Serien_eMail_Auftrag,Zu / Absagen bearbeiten,,,btnZuAbsage,[Event Procedure]
MISS,frm_MA_Serien_eMail_Auftrag.html,frm_MA_Serien_eMail_Auftrag,Zurück zum Auftrag,,,btnAuftrag,[Event Procedure]
MISS,frm_MA_Serien_eMail_Auftrag.html,frm_MA_Serien_eMail_Auftrag,btn_Formular_schliessen,,,Befehl38,[Eingebettetes Makro]
NEW,frm_MA_Serien_eMail_Auftrag.html,frm_MA_Serien_eMail_Auftrag,E-Mails senden,btnSenden,,,
NEW,frm_MA_Serien_eMail_Auftrag.html,frm_MA_Serien_eMail_Auftrag,Vorschau,btnVorschau,,,
MISS,frm_MA_Serien_eMail_dienstplan.html,frm_MA_Serien_eMail_dienstplan, Senden,,,btnSendEmail,[Event Procedure]
MISS,frm_MA_Serien_eMail_dienstplan.html,frm_MA_Serien_eMail_dienstplan,...,,,btnAttachSuch,[Event Procedure]
MISS,frm_MA_Serien_eMail_dienstplan.html,frm_MA_Serien_eMail_dienstplan,Befehl179,,,btnRibbonAus,[Event Procedure]
MISS,frm_MA_Serien_eMail_dienstplan.html,frm_MA_Serien_eMail_dienstplan,Befehl179,,,btnRibbonEin,[Event Procedure]
MISS,frm_MA_Serien_eMail_dienstplan.html,frm_MA_Serien_eMail_dienstplan,Befehl179,,,btnDaBaEin,[Event Procedure]
MISS,frm_MA_Serien_eMail_dienstplan.html,frm_MA_Serien_eMail_dienstplan,Befehl179,,,btnDaBaAus,[Event Procedure]
MISS,frm_MA_Serien_eMail_dienstplan.html,frm_MA_Serien_eMail_dienstplan,Einsatzliste,,,btnAuftrag,[Event Procedure]
MISS,frm_MA_Serien_eMail_dienstplan.html,frm_MA_Serien_eMail_dienstplan,Einsatzliste drucken,,,btnPDFCrea,[Event Procedure]
MISS,frm_MA_Serien_eMail_dienstplan.html,frm_MA_Serien_eMail_dienstplan,Hilfe,,,btnHilfe,[Eingebettetes Makro]
MISS,frm_MA_Serien_eMail_dienstplan.html,frm_MA_Serien_eMail_dienstplan,Löschen,,,btnAttLoesch,[Event Procedure]
MISS,frm_MA_Serien_eMail_dienstplan.html,frm_MA_Serien_eMail_dienstplan,Mitarbeiterauswahl,,,btnSchnellPlan,[Event Procedure]
MISS,frm_MA_Serien_eMail_dienstplan.html,frm_MA_Serien_eMail_dienstplan,Positionsliste hinzufügen,,,btnPosListeAtt,[Event Procedure]
MISS,frm_MA_Serien_eMail_dienstplan.html,frm_MA_Serien_eMail_dienstplan,Zu / Absagen bearbeiten,,,btnZuAbsage,[Event Procedure]
MISS,frm_MA_Serien_eMail_dienstplan.html,frm_MA_Serien_eMail_dienstplan,btn_Formular_schliessen,,,Befehl38,[Eingebettetes Makro]
NEW,frm_MA_Serien_eMail_dienstplan.html,frm_MA_Serien_eMail_dienstplan,E-Mails senden,btnSenden,,,
NEW,frm_MA_Serien_eMail_dienstplan.html,frm_MA_Serien_eMail_dienstplan,Vorschau,btnVorschau,,,
MISS,frm_MA_VA_Schnellauswahl.html,frm_MA_VA_Schnellauswahl,Alle ,,,btnDelAll,
MISS,frm_MA_VA_Schnellauswahl.html,frm_MA_VA_Schnellauswahl,Auswählen,,,btnAddSelected,[Event Procedure]
MISS,frm_MA_VA_Schnellauswahl.html,frm_MA_VA_Schnellauswahl,Auswählen,,,btnAddZusage,[Event Procedure]
MISS,frm_MA_VA_Schnellauswahl.html,frm_MA_VA_Schnellauswahl,Befehl179,,,btnRibbonAus,[Event Procedure]
MISS,frm_MA_VA_Schnellauswahl.html,frm_MA_VA_Schnellauswahl,Befehl179,,,btnRibbonEin,[Event Procedure]
MISS,frm_MA_VA_Schnellauswahl.html,frm_MA_VA_Schnellauswahl,Befehl179,,,btnDaBaEin,[Event Procedure]
MISS,frm_MA_VA_Schnellauswahl.html,frm_MA_VA_Schnellauswahl,Befehl179,,,btnDaBaAus,[Event Procedure]
MISS,frm_MA_VA_Schnellauswahl.html,frm_MA_VA_Schnellauswahl,Entfernen,,,btnDelSelected,[Event Procedure]
MISS,frm_MA_VA_Schnellauswahl.html,frm_MA_VA_Schnellauswahl,Hilfe,,,btnHilfe,[Eingebettetes Makro]
MISS,frm_MA_VA_Schnellauswahl.html,frm_MA_VA_Schnellauswahl,Löschen,,,btnDelZusage,[Event Procedure]
MISS,frm_MA_VA_Schnellauswahl.html,frm_MA_VA_Schnellauswahl,Verschieben,,,btnMoveZusage,[Event Procedure]
MISS,frm_MA_VA_Schnellauswahl.html,frm_MA_VA_Schnellauswahl,btn_Formular_schliessen,,,Befehl38,[Eingebettetes Makro]
NEW,frm_MA_VA_Schnellauswahl.html,frm_MA_VA_Schnellauswahl,&larr;,btnDelSelected,,,
NEW,frm_MA_VA_Schnellauswahl.html,frm_MA_VA_Schnellauswahl,&larr;,btnMoveZusage,,,
NEW,frm_MA_VA_Schnellauswahl.html,frm_MA_VA_Schnellauswahl,&rarr;,btnAddSelected,,,
NEW,frm_MA_VA_Schnellauswahl.html,frm_MA_VA_Schnellauswahl,&rarr;,btnAddZusage,,,
NEW,frm_MA_VA_Schnellauswahl.html,frm_MA_VA_Schnellauswahl,&times;,btnDelAll,,,
NEW,frm_MA_VA_Schnellauswahl.html,frm_MA_VA_Schnellauswahl,&times;,btnDelZusage,,,
NEW,frm_MA_VA_Schnellauswahl.html,frm_MA_VA_Schnellauswahl,&times;,anfrageModalCloseX,,,
NEW,frm_MA_VA_Schnellauswahl.html,frm_MA_VA_Schnellauswahl,Schließen,anfrageModalCloseBtn,,,
NEW,frm_MA_VA_Schnellauswahl.html,frm_MA_VA_Schnellauswahl,â›¶,fullscreenBtn,toggleFullscreen(),,
NEW,frm_MA_VA_Schnellauswahl.html,frm_MA_VA_Schnellauswahl,â›¶,fullscreenBtn,,,
OK,frm_MA_VA_Schnellauswahl.html,frm_MA_VA_Schnellauswahl,Alle Mitarbeiter anfragen,btnMail,,btnMail,[Event Procedure]
OK,frm_MA_VA_Schnellauswahl.html,frm_MA_VA_Schnellauswahl,Entfernung,cmdListMA_Entfernung,,cmdListMA_Entfernung,=cmdListMA_Entfernung_Click()
OK,frm_MA_VA_Schnellauswahl.html,frm_MA_VA_Schnellauswahl,GO,btnSchnellGo,,btnSchnellGo,[Event Procedure]
OK,frm_MA_VA_Schnellauswahl.html,frm_MA_VA_Schnellauswahl,Manuelles Bearbeiten,btnZuAbsage,,btnZuAbsage,[Event Procedure]
OK,frm_MA_VA_Schnellauswahl.html,frm_MA_VA_Schnellauswahl,Nur Selektierte anfragen,btnMailSelected,,btnMailSelected,[Event Procedure]
OK,frm_MA_VA_Schnellauswahl.html,frm_MA_VA_Schnellauswahl,Positionsliste,btnPosListe,,btnPosListe,[Event Procedure]
OK,frm_MA_VA_Schnellauswahl.html,frm_MA_VA_Schnellauswahl,Sortieren,btnSortZugeord,,btnSortZugeord,[Event Procedure]
OK,frm_MA_VA_Schnellauswahl.html,frm_MA_VA_Schnellauswahl,Sortieren,btnSortZugeord,,btnSortPLan,[Event Procedure]
OK,frm_MA_VA_Schnellauswahl.html,frm_MA_VA_Schnellauswahl,Standard,cmdListMA_Standard,,cmdListMA_Standard,=cmdListMA_Standard_Click()
OK,frm_MA_VA_Schnellauswahl.html,frm_MA_VA_Schnellauswahl,Zurück zum Auftrag,btnAuftrag,,btnAuftrag,[Event Procedure]
NEW,frm_MA_Zeitkonten.html,frm_MA_Zeitkonten,&#x26F6;,fullscreenBtn,toggleFullscreen(),,
NEW,frm_MA_Zeitkonten.html,frm_MA_Zeitkonten,&#x26F6;,fullscreenBtn,,,
NEW,frm_MA_Zeitkonten.html,frm_MA_Zeitkonten,Abgleich,btnAbgleich,,,
NEW,frm_MA_Zeitkonten.html,frm_MA_Zeitkonten,Export Diff,btnExportDiff,,,
NEW,frm_MA_Zeitkonten.html,frm_MA_Zeitkonten,Export Lexware,btnExport,,,
NEW,frm_MA_Zeitkonten.html,frm_MA_Zeitkonten,Import Einzel,btnImporteinzel,,,
NEW,frm_MA_Zeitkonten.html,frm_MA_Zeitkonten,Import ZK,btnImport,,,
NEW,frm_MA_Zeitkonten.html,frm_MA_Zeitkonten,ZK Einzel,btnZKeinzel,,,
NEW,frm_MA_Zeitkonten.html,frm_MA_Zeitkonten,ZK Fest,btnZKFest,,,
NEW,frm_MA_Zeitkonten.html,frm_MA_Zeitkonten,ZK Mini,btnZKMini,,,
MISS,frm_Menuefuehrung1.html,frm_Menuefuehrung1,Abwesenheiten,,,btn_Abwesenheiten,
MISS,frm_Menuefuehrung1.html,frm_Menuefuehrung1,Auftrag FA MJ Masterbtn ,,,btn_masterbtn,[Event Procedure]
MISS,frm_Menuefuehrung1.html,frm_Menuefuehrung1,BOS Auftrag anlegen,,,btn_BOS,[Event Procedure]
MISS,frm_Menuefuehrung1.html,frm_Menuefuehrung1,FCN Meldeliste,,,btnFCN_Meldeliste,[Event Procedure]
MISS,frm_Menuefuehrung1.html,frm_Menuefuehrung1,Fürth Namensliste,,,btnNamensliste,[Event Procedure]
MISS,frm_Menuefuehrung1.html,frm_Menuefuehrung1,Hirsch Auftrag erstellen,,,btn_Hirsch,[Event Procedure]
MISS,frm_Menuefuehrung1.html,frm_Menuefuehrung1,Letzter Einsatz MA,,,btnLetzterEinsatz,[Event Procedure]
MISS,frm_Menuefuehrung1.html,frm_Menuefuehrung1,Lex Aktiv,,,Befehl37,[Event Procedure]
MISS,frm_Menuefuehrung1.html,frm_Menuefuehrung1,Lohnabrechnungen,,,btnLohnabrech,[Event Procedure]
MISS,frm_Menuefuehrung1.html,frm_Menuefuehrung1,Lohnarten,,,btnLohnarten,[Event Procedure]
MISS,frm_Menuefuehrung1.html,frm_Menuefuehrung1,Menü 2 schliessen,,,Befehl40,[Event Procedure]
MISS,frm_Menuefuehrung1.html,frm_Menuefuehrung1,Menü 2 schliessen,,,btn_menue2_close,
MISS,frm_Menuefuehrung1.html,frm_Menuefuehrung1,Mitarbeiterstamm Excel,,,btn_MAStamm_Excel,[Event Procedure]
MISS,frm_Menuefuehrung1.html,frm_Menuefuehrung1,Mitarbeiterstatistik,,,Befehl48,[Event Procedure]
MISS,frm_Menuefuehrung1.html,frm_Menuefuehrung1,Monatsstunden,,,Befehl24,[Event Procedure]
MISS,frm_Menuefuehrung1.html,frm_Menuefuehrung1,Personalvorlagen,,,Btn_Personalvorlagen,[Event Procedure]
MISS,frm_Menuefuehrung1.html,frm_Menuefuehrung1,Stawa Auftrag anlegen,,,btn_Stawa,[Event Procedure]
MISS,frm_Menuefuehrung1.html,frm_Menuefuehrung1,Stunden Mitarbeiter,,,btnStundenMA,[Event Procedure]
MISS,frm_Menuefuehrung1.html,frm_Menuefuehrung1,Sub Stunden,,,btn_stunden_sub,[Event Procedure]
MISS,frm_Menuefuehrung1.html,frm_Menuefuehrung1,Telefonliste,,,btn_1,[Event Procedure]
MISS,frm_Menuefuehrung1.html,frm_Menuefuehrung1,Vorlagen,,,Befehl22,[Event Procedure]
NEW,frm_Menuefuehrung1.html,frm_Menuefuehrung1,Ã¢â€ºÂ¶,fullscreenBtn,toggleFullscreen(),,
NEW,frm_Menuefuehrung1.html,frm_Menuefuehrung1,Ã¢â€ºÂ¶,fullscreenBtn,,,
MISS,frm_OB_Objekt.html,frm_OB_Objekt,Aktuelle Positionsliste,,,btn_Back_akt_Pos_List,[Event Procedure]
MISS,frm_OB_Objekt.html,frm_OB_Objekt,Befehl179,,,btnRibbonAus,[Event Procedure]
MISS,frm_OB_Objekt.html,frm_OB_Objekt,Befehl179,,,btnRibbonEin,[Event Procedure]
MISS,frm_OB_Objekt.html,frm_OB_Objekt,Befehl179,,,btnDaBaEin,[Event Procedure]
MISS,frm_OB_Objekt.html,frm_OB_Objekt,Befehl179,,,btnDaBaAus,[Event Procedure]
MISS,frm_OB_Objekt.html,frm_OB_Objekt,Drucken,,,Befehl42,[Eingebettetes Makro]
MISS,frm_OB_Objekt.html,frm_OB_Objekt,Hilfe,,,btnHilfe,[Eingebettetes Makro]
MISS,frm_OB_Objekt.html,frm_OB_Objekt,Neue Objektvorlage,,,btnNeuAttach,[Event Procedure]
MISS,frm_OB_Objekt.html,frm_OB_Objekt,Neues Objekt,,,btnNeuVeranst,
MISS,frm_OB_Objekt.html,frm_OB_Objekt,Objektliste drucken,,,btnReport,[Event Procedure]
MISS,frm_OB_Objekt.html,frm_OB_Objekt,Objektliste löschen,,,mcobtnDelete,[Eingebettetes Makro]
MISS,frm_OB_Objekt.html,frm_OB_Objekt,btn_Datensatz_vor,,,Befehl40,[Eingebettetes Makro]
MISS,frm_OB_Objekt.html,frm_OB_Objekt,btn_Datensatz_zurueck,,,Befehl41,[Eingebettetes Makro]
MISS,frm_OB_Objekt.html,frm_OB_Objekt,btn_erster_Datensatz,,,Befehl43,[Eingebettetes Makro]
MISS,frm_OB_Objekt.html,frm_OB_Objekt,btn_letzter_Datensatz,,,btn_letzer_Datensatz,[Eingebettetes Makro]
NEW,frm_OB_Objekt.html,frm_OB_Objekt,&gt;,objekt-btn-naechste,,,
NEW,frm_OB_Objekt.html,frm_OB_Objekt,&gt;|,objekt-btn-letzte,,,
NEW,frm_OB_Objekt.html,frm_OB_Objekt,&lt;,objekt-btn-vorige,,,
NEW,frm_OB_Objekt.html,frm_OB_Objekt,+ Neu,objekt-btn-neu,,,
NEW,frm_OB_Objekt.html,frm_OB_Objekt,+ Neue Position,objekt-btn-neue-position,,,
NEW,frm_OB_Objekt.html,frm_OB_Objekt,?,objekt-btn-hilfe,,,
NEW,frm_OB_Objekt.html,frm_OB_Objekt,Aufträge,objekt-tab-auftraege,,,
NEW,frm_OB_Objekt.html,frm_OB_Objekt,Bemerkungen,objekt-tab-bemerkungen,,,
NEW,frm_OB_Objekt.html,frm_OB_Objekt,Bericht,objekt-btn-bericht,,,
NEW,frm_OB_Objekt.html,frm_OB_Objekt,Geocode,objekt-btn-geocode,,,
NEW,frm_OB_Objekt.html,frm_OB_Objekt,Löschen,objekt-btn-loeschen,,,
NEW,frm_OB_Objekt.html,frm_OB_Objekt,Neuer Veranstalter,objekt-btn-neuer-veranstalter,,,
NEW,frm_OB_Objekt.html,frm_OB_Objekt,Position löschen,objekt-btn-position-loeschen,,,
NEW,frm_OB_Objekt.html,frm_OB_Objekt,Positionen,objekt-tab-positionen,,,
NEW,frm_OB_Objekt.html,frm_OB_Objekt,Speichern,objekt-btn-speichern,,,
NEW,frm_OB_Objekt.html,frm_OB_Objekt,X,objekt-btn-schliessen,,,
NEW,frm_OB_Objekt.html,frm_OB_Objekt,Zurück zur Liste,btnBackToList,backToAktPosList(),,
NEW,frm_OB_Objekt.html,frm_OB_Objekt,Zurück zur Liste,objekt-btn-zurueck,,,
NEW,frm_OB_Objekt.html,frm_OB_Objekt,Zusatzdateien,objekt-tab-zusatzdateien,,,
NEW,frm_OB_Objekt.html,frm_OB_Objekt,[],objekt-btn-maximieren,,,
NEW,frm_OB_Objekt.html,frm_OB_Objekt,_,objekt-btn-minimieren,,,
NEW,frm_OB_Objekt.html,frm_OB_Objekt,|&lt;,objekt-btn-erste,,,
NEW,frm_OB_Objekt.html,frm_OB_Objekt,Ã¢â€ºÂ¶,fullscreenBtn,toggleFullscreen(),,
NEW,frm_OB_Objekt.html,frm_OB_Objekt,Ã¢â€ºÂ¶,objekt-btn-vollbild,,,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,&gt;&gt;,auftrag-btn-tage-vor,,,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,&lt;&lt;,auftrag-btn-tage-zurueck,,,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,?,fullscreenBtn,toggleFullscreen(),,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,?,auftrag-btn-vollbild,,,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,Ab Heute,auftrag-btn-ab-heute,,,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,Aktualisieren,btnAktualisieren,refreshData(),,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,Aktualisieren,auftrag-btn-aktualisieren,,,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,Antworten ausstehend,auftrag-tab-antworten,,,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,Auftrag kopieren,btnKopieren,auftragKopieren(),,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,Auftrag kopieren,auftrag-btn-kopieren,,,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,Auftrag löschen,btnLoeschen,auftragLoeschen(),,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,Auftrag löschen,auftrag-btn-loeschen,,,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,BWN drucken,btn_BWN_Druck,bwnDrucken(),,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,BWN drucken,auftrag-btn-bwn-drucken,,,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,BWN senden,cmd_BWN_send,bwnSenden(),,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,BWN senden,auftrag-btn-bwn-senden,,,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,Bemerkungen,auftrag-tab-bemerkungen,,,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,Berechnungsliste PDF,auftrag-btn-berechnungsliste-pdf,,,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,Daten laden,auftrag-btn-rechnung-daten-laden,,,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,EL drucken,btnDruckZusage,einsatzlisteDrucken(),,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,EL drucken,auftrag-btn-einsatzliste-drucken,,,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,EL gesendet,btnELGesendet,showELGesendet(),,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,EL gesendet,auftrag-btn-el-gesendet,,,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,EL senden BOS,btnMailBOS,sendeEinsatzlisteBOS(),,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,EL senden BOS,auftrag-btn-el-senden-bos,,,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,EL senden MA,btnMailEins,sendeEinsatzlisteMA(),,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,EL senden MA,auftrag-btn-el-senden-ma,,,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,EL senden SUB,btnMailSub,sendeEinsatzlisteSUB(),,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,EL senden SUB,auftrag-btn-el-senden-sub,,,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,Einsatzliste,auftrag-tab-einsatzliste,,,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,Eventdaten,auftrag-tab-eventdaten,,,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,Go,auftrag-btn-filter-go,,,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,Ja,auftrag-btn-confirm-ja,,,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,Mitarbeiterauswahl,btnSchnellPlan,openMitarbeiterauswahl(),,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,Mitarbeiterauswahl,auftrag-btn-mitarbeiterauswahl,,,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,Namensliste ESS,btnListeStd,namenslisteESS(),,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,Namensliste ESS,auftrag-btn-namenslisteess,,,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,Nein,auftrag-btn-confirm-nein,,,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,Neuen Attach hinzufugen,auftrag-btn-attach-hinzufuegen,,,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,Neuer Auftrag,btnNeuAuftrag,neuerAuftrag(),,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,Neuer Auftrag,auftrag-btn-neu,,,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,Positionen,btnPositionen,openPositionen(),,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,Positionen,auftrag-btn-positionen,,,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,Rechnung,auftrag-tab-rechnung,,,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,Rechnung PDF,auftrag-btn-rechnung-pdf,,,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,Rechnung in Lexware erstellen,auftrag-btn-rechnung-lexware,,,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,Speichern,auftrag-btn-eventdaten-speichern,,,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,Web-Daten laden,auftrag-btn-webdaten-laden,,,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,Zusatzdateien,auftrag-tab-zusatzdateien,,,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,_,auftrag-btn-minimieren,,,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,→ Folgetag,btnPlan_Kopie,kopiereInFolgetag(),,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,→ Folgetag,auftrag-btn-folgetag,,,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,□,auftrag-btn-maximieren,,,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,▶,btnDatumRight,datumNavRight(),,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,▶,auftrag-btn-datum-rechts,,,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,◀,btnDatumLeft,datumNavLeft(),,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,◀,auftrag-btn-datum-links,,,
NEW,frm_va_Auftragstamm.html,frm_va_Auftragstamm,✕,auftrag-btn-schliessen,,,
